"construction_era","zoning_land_use_regulation","property_age","has_basement","neighborhood_quality","exterior_condition","central_air","basement_finish_type","lot_size","num_floors","square_feet","bedrooms","bathrooms","total_rooms","garage_capacity","has_fireplace","sale_price"
"1950-1979","Restrictive",101.663410098754,"Yes","High","Good","Yes","Full",17918.5615667766,1,2362.95510863428,2,7.80175339119828,3,"Single","No",911123.527011201
"1950-1979","Moderate",96.8853219323378,"No","Medium","Good","Yes","None",6292.66231713047,3,2374.25489602305,3,7.97286653678938,6,"None","No",490575.047132498
"2000_Present","Moderate",108.734500978307,"Yes","Medium","Good","No","Full",7434.20127704242,2,2668.22268991344,2,7.66744717200451,7,"Double","No",617681.712457424
"2000_Present","Moderate",106.883822693026,"Yes","Medium","Average","Yes","Partial",19321.9211051508,1,2142.58806855388,1,7.88822771017275,7,"Double","Yes",557506.007298196
"1980-1999","Restrictive",105.620056476521,"Yes","High","Good","Yes","Full",6304.22725654961,2,1759.96601867262,0,7.45914197137674,3,"Triple","Yes",463680.267955098
"2000_Present","Very_Permissive",109.217194883409,"Yes","Very_High","Excellent","Yes","Full",14736.7564540101,3,2954.86713574248,4,7.64281274599621,9,"Single","Yes",1019833.46985211
"2000_Present","Moderate",108.401466179048,"Yes","High","Average","No","Full",6937.85524581936,2,1649.07819854717,3,6.95846593145698,5,"Double","Yes",454281.38876361
"Pre-1920","Moderate",102.100686573286,"No","Low","Fair","Yes","Full",9404.65240863217,1,1651.92808726443,3,7.1188633620641,7,"Double","No",185947.752700436
"2000_Present","Moderate",103.988490906516,"No","Very_Low","Good","Yes","Partial",3753.81084710669,4,1409.68320542511,0,7.2821980048097,4,"Double","No",222259.57309415
"2000_Present","Very_Restrictive",107.828753287074,"Yes","High","Good","Yes","None",25202.2225650608,2,4741.74596795326,6,7.72246521319232,4,"Single","No",1257084.7630423
"1950-1979","Permissive",109.305424552624,"Yes","Medium","Fair","Yes","Full",8179.45308860677,2,2310.42595947552,2,7.6578863938282,2,"None","No",404377.87211546
"Pre-1920","Moderate",109.060758566107,"No","High","Average","Yes","None",8043.96464461666,1,1373.79279002726,0,7.74776183423859,4,"Double","Yes",298349.951842625
"2000_Present","Restrictive",108.636487212974,"No","Medium","Average","Yes","Partial",11129.075594988,1,2322.87323374398,3,6.98706942164959,3,"Single","Yes",492742.287514783
"2000_Present","Very_Restrictive",102.838953473616,"Yes","Medium","Good","No","Partial",3368.18992060031,2,1616.36242651414,1,6.96815694522517,3,"Double","Yes",385348.373045689
"1980-1999","Moderate",102.757540562462,"Yes","High","Average","No","Full",8812.99562362146,1,2363.64051865898,2,7.91243789206583,2,"Double","No",525777.307415004
"1980-1999","Moderate",103.28954167878,"Yes","High","Excellent","No","None",7075.20981095058,3,3797.58047067343,6,7.736811690845,7,"Double","No",988077.427741124
"2000_Present","Restrictive",98.0064027158859,"Yes","Medium","Good","Yes","Full",24494.3335040599,2,4137.55950701081,3,7.34427195140686,2,"None","Yes",434711.853169545
"1980-1999","Permissive",106.056225871232,"Yes","Very_High","Average","No","None",5144.72111109535,2,2101.22170211043,1,5.96391922789469,4,"Single","Yes",635131.514359216
"2000_Present","Moderate",102.851376920648,"Yes","Medium","Good","No","Partial",14172.0555793885,1,1789.08186212746,1,7.93463809165324,2,"Single","No",299298.955401027
"1980-1999","Moderate",106.768041194155,"Yes","Low","Average","Yes","None",2330.33745439459,1,2646.1115894341,5,7.69856291002147,5,"Double","No",460752.722504087
"2000_Present","Restrictive",106.611574659835,"Yes","Low","Average","Yes","Partial",5835.34268153495,1,1946.74198503686,2,7.61514191572746,2,"Triple","No",389660.446707855
"2000_Present","Moderate",100.48365267801,"Yes","Medium","Good","Yes","Partial",5638.63915051457,2,1906.4949112481,4,7.74890388851815,2,"Single","No",708695.756517227
"1920-1949","Restrictive",109.962230166714,"No","High","Fair","Yes","None",6312.22937110487,2,1706.66990494219,1,6.50433328571477,6,"Single","No",281310.621520358
"1980-1999","Moderate",95.0895551026801,"No","Medium","Good","Yes","None",5532.57066742844,2,1916.68405673232,4,6.73926350136106,4,"Double","No",423170.367207049
"1950-1979","Restrictive",68.7725198594071,"Yes","Medium","Good","Yes","Full",10346.3880082439,1,1919.24032809665,3,7.53202914842401,3,"None","Yes",534449.854028511
"1950-1979","Restrictive",107.010906219883,"Yes","High","Fair","Yes","Full",7646.92183509505,2,2618.88428388604,4,7.92232289821315,3,"Triple","No",723331.430669489
"2000_Present","Moderate",101.248564740289,"Yes","Low","Good","Yes","Partial",1954.23544776198,2,1726.13618098528,5,7.84145514211128,5,"Double","Yes",451045.640625739
"1980-1999","Permissive",103.439005360534,"Yes","Very_High","Good","No","Full",4793.48950017506,4,1754.19927267069,2,6.8691648943294,9,"Double","Yes",422779.141902688
"1950-1979","Permissive",105.958635301411,"No","High","Average","Yes","None",15787.9823861698,4,3198.62502322033,5,7.87525790781164,3,"Double","No",527494.319403931
"2000_Present","Very_Restrictive",94.8794220193249,"Yes","Medium","Excellent","Yes","None",12946.25390964,1,2224.77606971521,0,7.95402444505565,3,"None","No",273335.581050364
"2000_Present","Permissive",102.705418307125,"Yes","Medium","Average","Yes","Partial",12976.3080565896,2,1933.80084475863,10,7.50295914020765,2,"Single","Yes",465498.615269009
"1980-1999","Moderate",107.213393092521,"Yes","Medium","Excellent","Yes","Full",3204.50128558642,2,2603.06683291693,3,5.70070367276649,9,"Single","Yes",494944.893587351
"1950-1979","Restrictive",106.27340214679,"Yes","Medium","Excellent","No","Full",15129.9610729303,1,1933.35784260855,2,7.90579194164293,5,"Single","Yes",417566.416241753
"Pre-1920","Permissive",105.394196336669,"No","High","Good","Yes","None",4330.97943234496,3,3842.03913754323,8,6.95001131210074,4,"Double","Yes",600029.397571529
"1980-1999","Moderate",100.441902957711,"Yes","Medium","Excellent","Yes","Full",14810.6264923043,2,2576.06324442559,2,7.26637545035664,2,"Double","No",582485.97832387
"2000_Present","Very_Permissive",107.360621491931,"Yes","Very_High","Good","No","Partial",37682.5150025231,1,3165.33422138353,2,6.68649224264171,9,"Triple","Yes",799111.29723412
"1950-1979","Restrictive",108.206690232196,"Yes","Low","Fair","Yes","Full",5764.88749425527,2,1926.45804066318,3,7.92268255294116,7,"Single","Yes",292571.265022681
"1950-1979","Restrictive",109.835476076991,"Yes","Low","Good","Yes","Partial",23537.83084039,1,4022.40311205752,3,7.92245383427313,4,"Double","No",651874.635770848
"1980-1999","Restrictive",102.64214935789,"Yes","Medium","Good","Yes","Full",9512.26836589882,1,1937.10699457527,3,7.4858298274077,4,"Single","No",262005.034017864
"1920-1949","Moderate",102.721283658809,"No","Very_Low","Average","Yes","None",1987.33380930454,1,3530.67764576308,4,7.28561173251884,12,"None","No",216733.576976955
"1950-1979","Very_Restrictive",108.574491616103,"Yes","Low","Good","Yes","Full",6555.8084829494,2,1962.4140071044,5,7.83749662848815,4,"Quad","No",371708.107203349
"2000_Present","Permissive",104.417523093299,"Yes","High","Excellent","No","Full",6278.92756071565,1,2792.5743512866,8,6.91813689228871,2,"Triple","No",613390.072431484
"1980-1999","Moderate",107.938490434393,"Yes","Medium","Average","Yes","None",16156.2722653715,1,1671.84559291297,1,7.67790643182516,5,"Single","No",354976.731685779
"1980-1999","Very_Permissive",109.715703033119,"Yes","Medium","Good","Yes","Partial",20096.5088616745,3,2901.33412458683,3,7.38748329820741,5,"Double","Yes",445699.906344487
"1950-1979","Permissive",105.015864554274,"No","Medium","Good","Yes","None",4899.3243635573,3,2321.38936194384,8,7.31596603905473,3,"Double","Yes",511039.059509452
"1950-1979","Permissive",104.956377189618,"No","High","Good","No","None",11584.3617033728,1,1858.95925603856,3,7.149185529525,4,"Single","Yes",304086.60449039
"1980-1999","Very_Permissive",106.725868545637,"Yes","Very_High","Poor","Yes","Partial",5833.35004390826,2,2346.92373605755,4,7.81849976280026,6,"Single","No",625560.486254716
"1920-1949","Permissive",107.70782493545,"Yes","Medium","Good","Yes","None",14361.5692434483,1,2497.2808305034,2,7.99865691237323,4,"Single","No",548909.042807483
"1920-1949","Restrictive",99.7563077436547,"No","Medium","Average","No","None",7825.20683696667,2,2842.04932509508,0,7.14631370441744,8,"Single","Yes",406848.877873829
"1920-1949","Moderate",109.25216042083,"No","Medium","Average","No","None",5545.56655025439,2,1597.02574532251,4,7.1592847653075,4,"None","Yes",294104.208151063
"1980-1999","Moderate",103.01493488838,"Yes","High","Good","Yes","Partial",16155.7616122703,1,1898.71084322563,3,7.58543731792493,2,"Single","No",558494.515599555
"1980-1999","Very_Restrictive",109.389872823375,"Yes","Very_Low","Average","Yes","Full",4094.78192349404,1,1655.1357945959,6,7.65562762297344,5,"Single","No",268245.427159912
"2000_Present","Restrictive",107.141063283365,"Yes","High","Excellent","No","Partial",4661.78845865589,2,2998.12107256879,4,6.86045828606188,7,"None","Yes",600218.514960832
"1950-1979","Moderate",101.539948254918,"Yes","Medium","Average","Yes","Full",30435.8360273178,4,3328.89026085258,5,7.61252817403348,9,"Double","Yes",902648.58287028
"1980-1999","Permissive",107.939422468183,"Yes","Very_High","Fair","No","None",9016.48193102517,3,3256.25810134035,8,7.04875496759535,4,"Triple","No",992585.376683756
"1980-1999","Moderate",102.638044785568,"No","High","Excellent","No","None",15454.6802439107,2,2913.47144882718,1,6.97028426536493,8,"Single","No",413502.652881139
"1980-1999","Permissive",106.954651612528,"Yes","Medium","Average","Yes","Full",4240.52963364935,1,2452.80086840527,1,7.41341060389739,2,"Double","Yes",458776.792843882
"1950-1979","Moderate",101.040779464101,"Yes","High","Average","Yes","None",9947.88656735836,2,2920.57399061233,1,7.88365068841489,3,"None","Yes",527326.082053961
"2000_Present","Permissive",88.8141457266568,"No","Very_High","Excellent","Yes","Full",13777.8478181243,1,2484.73847571084,7,7.75063751350958,7,"Double","No",692488.338582051
"1980-1999","Moderate",105.127096324508,"Yes","Medium","Excellent","Yes","Partial",4989.95684221546,1,2331.27520300832,0,7.57420908650456,2,"Double","No",554223.762450632
"2000_Present","Restrictive",92.5365588003567,"Yes","Very_Low","Excellent","Yes","Partial",2693.39020561195,1,2693.41403298453,2,7.72286555465463,3,"Double","Yes",587588.327609133
"2000_Present","Permissive",107.908557385074,"Yes","Very_High","Good","No","Full",11286.0969839333,3,2602.46614736914,3,7.40792185882757,9,"Single","Yes",693613.121176663
"2000_Present","Permissive",99.0068464388486,"Yes","Medium","Good","Yes","Full",7751.72991529787,1,2465.68322537466,4,7.0873709082467,2,"Double","No",403412.974292681
"1980-1999","Moderate",98.4477158103464,"Yes","High","Poor","Yes","Full",10955.1485884372,3,3533.94051378239,9,7.29314359302588,7,"Double","Yes",960503.145804811
"1950-1979","Restrictive",95.1856350184154,"Yes","Very_High","Poor","Yes","Partial",8922.07963643997,2,2072.31765889967,2,7.54168176842237,3,"Quad","Yes",564915.923361825
"1950-1979","Permissive",102.823868772962,"No","High","Good","Yes","None",11686.5078480796,1,2139.56486923761,5,6.74656600858935,2,"Single","Yes",428114.500013965
"Pre-1920","Moderate",106.928586322819,"No","Medium","Good","Yes","None",8415.0896148873,1,2037.63588153464,2,7.8965009194725,6,"Triple","Yes",252929.934284448
"1950-1979","Restrictive",93.2695330901217,"Yes","Medium","Average","Yes","Partial",3754.98677925938,4,2661.43841441257,5,7.46734646736532,7,"Double","Yes",722636.309796847
"1980-1999","Moderate",98.9818539564106,"Yes","Medium","Good","Yes","None",9485.13386022233,1,1895.59564253504,1,7.18300388826401,2,"Single","Yes",260018.142668772
"1980-1999","Restrictive",106.295727427805,"Yes","Low","Excellent","Yes","Full",10934.7406246538,1,2165.94779900872,3,7.63419474907655,4,"Single","Yes",505692.131788169
"2000_Present","Restrictive",99.3703818426849,"Yes","High","Good","No","Full",4856.76792591851,2,1472.55853443125,0,7.77979658045239,3,"Double","No",468579.513985994
"1950-1979","Moderate",109.579906385867,"No","Medium","Good","Yes","Full",2659.56805147331,1,2464.2096731513,1,7.72605593488109,4,"Single","Yes",402503.51657348
"2000_Present","Very_Restrictive",105.4950399786,"Yes","Very_Low","Good","Yes","Full",5595.68496701819,1,1665.76481251984,0,7.85168761915729,2,"None","No",216443.845127761
"1980-1999","Restrictive",104.645925338456,"Yes","Very_High","Good","Yes","Partial",20849.3178269358,1,2055.71979159041,2,7.91516172899589,2,"Single","No",622986.353190037
"1980-1999","Moderate",101.38286398097,"Yes","Medium","Average","Yes","Partial",10449.8531665429,1,1425.69004733346,2,7.81459111938368,3,"Triple","Yes",359591.667529078
"2000_Present","Permissive",109.943539618535,"Yes","High","Average","No","None",25073.7254924777,3,3999.93375948632,4,7.52198120823788,8,"Single","No",665169.341587599
"1920-1949","Permissive",108.143754003964,"Yes","Medium","Good","Yes","Full",3457.18585785908,1,1842.69189096006,3,7.86338756666813,3,"Single","Yes",435796.136613811
"1980-1999","Restrictive",108.000119770359,"Yes","Medium","Fair","Yes","Partial",6124.64910639612,3,2507.35125149444,1,7.68291903715061,4,"Single","Yes",375875.139938757
"1980-1999","Very_Restrictive",99.3658007132828,"Yes","Low","Fair","Yes","Partial",4153.20365276878,1,2012.0453096255,4,7.98336034362434,4,"Single","No",304538.938829158
"1980-1999","Restrictive",104.850313970169,"No","Medium","Good","Yes","None",4160.36156074627,2,1405.86838817429,2,7.57942964426967,3,"Double","No",278821.732766512
"2000_Present","Moderate",108.388857424376,"Yes","Very_High","Good","Yes","Partial",15169.6324934285,1,1971.47831693601,1,6.90115873834946,3,"Single","Yes",761626.417681078
"2000_Present","Restrictive",107.6807126493,"Yes","Medium","Fair","Yes","Full",19557.4083482344,4,3997.78431759852,6,7.82596109788598,7,"Double","Yes",868986.360184164
"1980-1999","Moderate",108.936267753298,"Yes","Low","Excellent","Yes","Full",7124.84798992923,3,3000.11726550832,3,7.86047082242917,6,"Double","No",564142.980281654
"1950-1979","Restrictive",105.271895208893,"Yes","Medium","Average","Yes","Partial",7962.78963876105,1,2354.67558682355,2,7.93048778514311,4,"Double","No",380478.814184609
"1980-1999","Very_Restrictive",100.046651405249,"No","Medium","Average","Yes","None",10705.3685894002,4,1867.68262878717,3,7.98094641529433,3,"Triple","Yes",551128.245807064
"2000_Present","Moderate",99.9867278325413,"No","Medium","Average","Yes","None",4780.45091295972,1,2091.56257935132,1,7.73460122635155,4,"Double","No",366257.205069395
"Pre-1920","Very_Permissive",108.84214853426,"No","Very_High","Poor","Yes","None",13414.878263464,2,2533.56822975343,2,7.79885834123899,9,"Triple","Yes",502813.755516336
"1950-1979","Moderate",105.792051347818,"Yes","Medium","Excellent","Yes","Partial",4704.47132971931,2,2086.20183563001,3,7.41170233044093,2,"Single","No",405486.105136736
"1920-1949","Moderate",103.777901467838,"Yes","High","Average","Yes","Partial",38226.3278819809,1,4046.26197012439,8,6.88422184478741,7,"None","Yes",787595.425199589
"1980-1999","Very_Permissive",96.8150437831089,"Yes","High","Poor","No","Partial",9617.94392871995,2,1807.7666869958,0,7.90566006581525,4,"Single","Yes",241506.050442314
"1950-1979","Very_Restrictive",109.148203870657,"Yes","Very_Low","Good","Yes","None",4498.40108680507,2,1617.37776486347,1,7.87874320431855,2,"Single","No",146680.020249963
"2000_Present","Moderate",107.83424306286,"Yes","Medium","Good","No","Full",8973.1786082418,1,2054.16361461752,4,7.36130468400833,2,"None","Yes",306227.918578839
"1920-1949","Permissive",103.856881900179,"Yes","Low","Good","Yes","Full",9675.50597560161,2,2740.23083966131,5,7.53967570285655,6,"Double","Yes",396176.315361986
"1980-1999","Restrictive",108.442034632344,"Yes","Low","Average","Yes","Full",4251.20921000999,1,2024.496085778,5,7.86790031154722,6,"Double","No",388372.744827642
"2000_Present","Permissive",107.772830522161,"Yes","High","Good","Yes","None",3954.44635230118,1,1604.70652550389,6,6.46303508382866,3,"Double","Yes",201006.813345748
"1920-1949","Moderate",105.644874461662,"No","High","Fair","Yes","None",21434.7762250266,1,2115.95098816177,1,6.64284444130265,7,"Double","Yes",345597.327745001
"2000_Present","Restrictive",106.505276745227,"Yes","Medium","Average","Yes","Partial",9142.8308960402,1,1805.26257374274,0,7.96305204385569,3,"None","No",292878.901583284
"1980-1999","Very_Restrictive",101.03450342166,"No","Low","Average","Yes","None",5066.89880562524,3,2603.78818048825,3,7.6756548105782,9,"Double","Yes",491901.612239258
"1920-1949","Restrictive",109.389528491836,"Yes","Very_Low","Excellent","Yes","Partial",4007.5282136942,2,2480.72194628007,4,6.94219794319175,7,"Double","No",403446.454309294
"1980-1999","Very_Restrictive",101.830706276062,"Yes","Medium","Good","Yes","Full",6907.17808940323,3,2089.98348302432,1,7.06554810939591,4,"Quad","Yes",600045.595696769
